Group Pattern,Confidence,Company Code,Vendor,value,Amount Overbooked,Group Contains,Date,Group UUID,Region,Description,Payment Method,Special Intructions,reference,,,
similar description,High,3000,Miller Company Inc.,1200,600,All Open,2/1/2025,e1ef132fe53f82452af8fa37d0714a74ee502de09d942811aff44c978682a4bf,East,Beach Nourishment Projets,PayPal,,Inv-2944,,,
similar value,High,3000,Anja Müller,11200,600,All Open,2/9/2025,e27b43e2a1ba70097b380ac9e0b2b8340b47ea66387de8142ff096cb4c1c167b,South,Beekeeping Services,Credit Card,,Inv-8241,,,
similar value,High,3000,Anja Müller,100,600,All Open,2/9/2025,e27b43e2a1ba70097b380ac9e0b2b8340b47ea66387de8142ff096cb4c1c167b,South,Beekeeping Services,Credit Card,,Inv-8241,,,
similar value,High,3000,Anja Müller,12000,600,All Open,2/9/2025,e27b43e2a1ba70097b380ac9e0b2b8340b47ea66387de8142ff096cb4c1c167b,South,Beekeeping Services,Credit Card,,Inv-8241,,,
similar value,High,3000,Anja Müller,b200,600,All Open,2/9/2025,e27b43e2a1ba70097b380ac9e0b2b8340b47ea66387de8142ff096cb4c1c167b,South,Beekeeping Services,Credit Card,,Inv-8241,,,
similar region,High,3000,Delta Steel Inc.,1200,600,All Open,1/21/2025,e410b84b50008ac247beac4333d606d0ff4356c8c3c64cc4a401afc4910efc10,Suth,Biodiversity Conservation,PayPal,,Inv-9367,,,
similar region,High,3000,Delta Steel Inc.,1200,600,All Open,1/21/2025,e410b84b50008ac247beac4333d606d0ff4356c8c3c64cc4a401afc4910efc10,SSouth,Biodiversity Conservation,PayPal,,Inv-9367,,,
similar region,High,3000,Delta Steel Inc.,1200,600,All Open,1/21/2025,e410b84b50008ac247beac4333d606d0ff4356c8c3c64cc4a401afc4910efc10,douth,Biodiversity Conservation,PayPal,,Inv-9367,,,
exact,High,3000,GATORSA,1200,600,All Open,1/4/2025,ecab7268eba2cfbad7207bc6a000fd952777d9625830d6614b0965c21c246544,East,CAD Drafting Services,Bank Transfer,,Inv-5896,,,
exact,High,3000,WCB - Ontario,1200,600,All Open,1/17/2025,ed2e32255fe4d6a9eb78b12f3c946f0688b531bd6a4b20e629301ce2e74a5474,West,Carbon Footprint Analysis,Credit Card,,Inv-4423,,,
exact,High,3000,WCB - Ontario,1200,600,All Open,1/17/2025,ed2e32255fe4d6a9eb78b12f3c946f0688b531bd6a4b20e629301ce2e74a5474,West,Carbon Footprint Analysis,Credit Card,,Inv-4423,,,
similar vendor,High,3000,bneifelinchen Sibylle,1200,600,All Open,1/29/2025,f75f474233e1a9aeb612606ec90b477c97f386a6238e54adfc4f952a65a3ac41,West,Climate Change Mitigation,Cash,,Inv-2380,,,
similar reference,High,3000,MECANICA AUTOMOVIL SANTANDER,1200,600,All Open,3/11/2025,f94762787e7f099e41aa05bbfcbecf64c83e0aeaaeb691cbdf909e6893436fbf,South,Coastal Erosion Control,Cash,,Invv-754,,,
similar reference,High,3000,MECANICA AUTOMOVIL SANTANDER,1200,600,All Open,3/11/2025,f94762787e7f099e41aa05bbfcbecf64c83e0aeaaeb691cbdf909e6893436fbf,South,Coastal Erosion Control,Cash,,Inv-7544,,,
similar reference,High,3000,MECANICA AUTOMOVIL SANTANDER,1200,600,All Open,3/11/2025,f94762787e7f099e41aa05bbfcbecf64c83e0aeaaeb691cbdf909e6893436fbf,South,Coastal Erosion Control,Cash,,In-754,,,
similar reference,High,3000,MECANICA AUTOMOVIL SANTANDER,1200,600,All Open,3/11/2025,f94762787e7f099e41aa05bbfcbecf64c83e0aeaaeb691cbdf909e6893436fbf,South,Coastal Erosion Control,Cash,,Inv754,,,
similar reference,High,3000,MECANICA AUTOMOVIL SANTANDER,1200,600,All Open,3/11/2025,f94762787e7f099e41aa05bbfcbecf64c83e0aeaaeb691cbdf909e6893436fbf,South,Coastal Erosion Control,Cash,,Invv-754,,,
similar region,High,3000,CAFS Chemicals & Pharmaceuticals,1200,600,All Open,2/2/2025,facfbba545baf6c75b4d2f07a4f547977f54b190e489fc85d0634d1a539b7f81,Eas,Coastal Management Services,Credit Card,,Inv-5292,,,
similar region,High,3000,CAFS Chemicals & Pharmaceuticals,1200,600,All Open,2/2/2025,facfbba545baf6c75b4d2f07a4f547977f54b190e489fc85d0634d1a539b7f81,Easw,Coastal Management Services,Credit Card,,Inv-5292,,,
exact,High,3000,Miller Company Inc.,1200,600,All Open,1/25/2025,fb689f580d005c83d02a8c4e64a965c972ddf001f06f196bd65abe8befbcd502,South,Community Garden Programs,PayPal,,Inv-4973,,,
similar description,High,3000,WCB - Saskatchewan,1041.798082,520.8990411,All Open,3/26/2025,164d2ec1e8f1035d501e10bf16415b4f1de4efa4f065f8631eafff55672b70ae,West,Community Suppported Agriculture (CSA),Cash,,Inv-8643,,,
similar description,High,3000,WCB - Saskatchewan,1041.798082,520.8990411,All Open,3/26/2025,164d2ec1e8f1035d501e10bf16415b4f1de4efa4f065f8631eafff55672b70ae,West,CommunitykSupported Agriculture (CSA),Cash,,Inv-8643,,,
similar vendor,High,3000,Wallorf Grosshandel,1041.798082,520.8990411,All Open,3/11/2025,34c59432e79581910ed0af92bd6fc86c2d9b1f66db2ae94bc1c1ea0e7afe7315,South,Composting Services,Cash,,Inv-7448,,,
similar vendor,High,3000,Walldfrf Grosshandel,1041.798082,520.8990411,All Open,3/11/2025,34c59432e79581910ed0af92bd6fc86c2d9b1f66db2ae94bc1c1ea0e7afe7315,South,Composting Services,Cash,,Inv-7448,,,
similar vendor,High,3000,Walldorf Grosshanel,1041.798082,520.8990411,All Open,3/11/2025,34c59432e79581910ed0af92bd6fc86c2d9b1f66db2ae94bc1c1ea0e7afe7315,South,Composting Services,Cash,,Inv-7448,,,
similar vendor,High,3000,Wlldorf Grosshandel,1041.798082,520.8990411,All Open,3/11/2025,34c59432e79581910ed0af92bd6fc86c2d9b1f66db2ae94bc1c1ea0e7afe7315,South,Composting Services,Cash,,Inv-7448,,,
similar vendor,High,3000,"Neubauer, FFriedrich",1041.798082,520.8990411,All Open,3/10/2025,6010937ba57f2f21f3525ab31541872789f4eb85028259d7a06a2c08eca078a4,West,Creative Concept Development,Cash,,Inv-322,,,
similar vendor,High,3000,"Neubauer, Friedrrich",1041.798082,520.8990411,All Open,3/10/2025,6010937ba57f2f21f3525ab31541872789f4eb85028259d7a06a2c08eca078a4,West,Creative Concept Development,Cash,,Inv-322,,,
similar date,High,3000,Abbot Supplies Inc.,1041.798082,520.8990411,All Open,1/6/2025,7748d9a365905ccd4c179b8e41e08e28ef98bd25e33f6f434fe76b703c46a10f,North,Crop Planning and Rotation,Cash,,Inv-2948,,,
similar value,High,3000,Revenue Quebec,1041798082,520.8990411,All Open,2/26/2025,e5eaf802e9533978451eaf1375ea20e5062bfdf8e353c7bb6f09ca82d5213fdd,South,Customer Relationship Management,Cash,,Inv-8911,,,
similar value,High,3000,Revenue Quebec,101.798082,520.8990411,All Open,2/26/2025,e5eaf802e9533978451eaf1375ea20e5062bfdf8e353c7bb6f09ca82d5213fdd,South,Customer Relationship Management,Cash,,Inv-8911,,,
similar value,High,3000,Revenue Quebec,1041.798008,520.8990411,All Open,2/26/2025,e5eaf802e9533978451eaf1375ea20e5062bfdf8e353c7bb6f09ca82d5213fdd,South,Customer Relationship Management,Cash,,Inv-8911,,,
similar value,High,3000,Revenue Quebec,1041.798008,520.8990411,All Open,2/26/2025,e5eaf802e9533978451eaf1375ea20e5062bfdf8e353c7bb6f09ca82d5213fdd,South,Customer Relationship Management,Cash,,Inv-8911,,,
similar value,High,3000,Revenue Quebec,1041.7o8082,520.8990411,All Open,2/26/2025,e5eaf802e9533978451eaf1375ea20e5062bfdf8e353c7bb6f09ca82d5213fdd,South,Customer Relationship Management,Cash,,Inv-8911,,,
similar vendor, Medium,3000,Revenue Quebe,9919.747019,4922.717211,All Open,3/8/2025,ac00f2a24da24d43295fbf3734c93efe30f51c4f0d7ecbcf496192eaefbba995,West,Digital Strategy Consulting,Cash,,Inv-5745,,,
similar vendor, Medium,3000,Revvenue Quebec,9919.747019,4922.717211,All Open,3/8/2025,ac00f2a24da24d43295fbf3734c93efe30f51c4f0d7ecbcf496192eaefbba995,West,Digital Strategy Consulting,Cash,,Inv-5745,,,
similar vendor, Medium,3000,Revenue  Quebec,9919.747019,4922.717211,All Open,3/8/2025,ac00f2a24da24d43295fbf3734c93efe30f51c4f0d7ecbcf496192eaefbba995,West,Digital Strategy Consulting,Cash,,Inv-5745,,,
similar vendor, Medium,3000,Revenue Qubec,9919.747019,4922.717211,All Open,3/8/2025,ac00f2a24da24d43295fbf3734c93efe30f51c4f0d7ecbcf496192eaefbba995,West,Digital Strategy Consulting,Cash,,Inv-5745,,,
similar vendor, Medium,3000,Revenue  Quebec,9919.747019,4922.717211,All Open,3/8/2025,ac00f2a24da24d43295fbf3734c93efe30f51c4f0d7ecbcf496192eaefbba995,West,Digital Strategy Consulting,Cash,,Inv-5745,,,
similar description, Medium,3000,Multiple,1200,600,All Open,3/4/2025,23689941a41b20b6096ab0f8bd2eed957d3e345762826739c7a0ffd2d1b2bf26,East,Ecologicl Survey Services,Bank Transfer,,Inv-4873,,,
similar description, Medium,3000,Multiple,1200,600,All Open,3/4/2025,23689941a41b20b6096ab0f8bd2eed957d3e345762826739c7a0ffd2d1b2bf26,East,Ecowogical Survey Services,Bank Transfer,,Inv-4873,,,
similar description, Medium,3000,Multiple,1200,600,All Open,3/4/2025,23689941a41b20b6096ab0f8bd2eed957d3e345762826739c7a0ffd2d1b2bf26,East,Ecoogical Survey Services,Bank Transfer,,Inv-4873,,,
similar description, Medium,3000,Multiple,1200,600,All Open,3/4/2025,23689941a41b20b6096ab0f8bd2eed957d3e345762826739c7a0ffd2d1b2bf26,East,Ecologiccal Survey Services,Bank Transfer,,Inv-4873,,,
similar description, Medium,3000,Multiple,1200,600,All Open,3/4/2025,23689941a41b20b6096ab0f8bd2eed957d3e345762826739c7a0ffd2d1b2bf26,East,Ecolgical Survey Services,Bank Transfer,,Inv-4873,,,
exact, Medium,3000,Jack Douglas,1200,600,All Open,2/11/2025,a79a146727ac5cc1c7d023c116afbae66bc94bafd4cddef4530f230d36c37568,East,Edible Landscaping,Bank Transfer,,Inv-8056,,,
exact, Medium,3000,Jack Douglas,1200,600,All Open,2/11/2025,a79a146727ac5cc1c7d023c116afbae66bc94bafd4cddef4530f230d36c37568,East,Edible Landscaping,Bank Transfer,,Inv-8056,,,
similar vendor, Medium,3000,Multcple,1200,600,All Open,2/19/2025,b5c048470ac8e07f51b1e03e7b30be40ae798a30a47072a32853cdc155e54647,South,Electrical Design Services,PayPal,Security fees are included,Inv-9824,,,
similar vendor, Medium,3000,Muqtiple,1200,600,All Open,2/19/2025,b5c048470ac8e07f51b1e03e7b30be40ae798a30a47072a32853cdc155e54647,South,Electrical Design Services,PayPal,Security fees are included,Inv-9824,,,
similar vendor, Medium,3000,Multple,1200,600,All Open,2/19/2025,b5c048470ac8e07f51b1e03e7b30be40ae798a30a47072a32853cdc155e54647,South,Electrical Design Services,PayPal,Security fees are included,Inv-9824,,,
similar region, Medium,3000,Tucker Industries,1041.798082,520.8990411,All Open,1/12/2025,f594f4b0333e9a0f9fb28a537c7886c2750f699ed188163e81305dce613b5fbc,wouth,Energy Audit Services,Bank Transfer,,Inv-2807,,,
similar region, Medium,3000,Tucker Industries,1041.798082,520.8990411,All Open,1/12/2025,f594f4b0333e9a0f9fb28a537c7886c2750f699ed188163e81305dce613b5fbc,Soueh,Energy Audit Services,Bank Transfer,,Inv-2807,,,
similar region, Medium,3000,Tucker Industries,1041.798082,520.8990411,All Open,1/12/2025,f594f4b0333e9a0f9fb28a537c7886c2750f699ed188163e81305dce613b5fbc,Suth,Energy Audit Services,Bank Transfer,,Inv-2807,,,
similar region, Medium,3000,Tucker Industries,1041.798082,520.8990411,All Open,1/12/2025,f594f4b0333e9a0f9fb28a537c7886c2750f699ed188163e81305dce613b5fbc,Soutl,Energy Audit Services,Bank Transfer,,Inv-2807,,,
similar region, Medium,3000,Tucker Industries,1041.798082,520.8990411,All Open,1/12/2025,f594f4b0333e9a0f9fb28a537c7886c2750f699ed188163e81305dce613b5fbc,Southh,Energy Audit Services,Bank Transfer,,Inv-2807,,,
similar date,  Low,3000,Chris Winter,22645.25196,11313.62598,All Cleared,225-01-24,fa1369db20b5c20f78f62c8c464b0b7f90cdfad7650c66df7ceff02ae4b25dbd,North,Engineering Consultation,PayPal,Toll charges are included,Inv-4671,,,
similar date,  Low,3000,Chris Winter,22645.25196,11313.62598,All Cleared,202-01-24,fa1369db20b5c20f78f62c8c464b0b7f90cdfad7650c66df7ceff02ae4b25dbd,North,Engineering Consultation,PayPal,Toll charges are included,Inv-4671,,,
similar date,  Low,3000,Chris Winter,22645.25196,11313.62598,All Cleared,2025-01-244,fa1369db20b5c20f78f62c8c464b0b7f90cdfad7650c66df7ceff02ae4b25dbd,North,Engineering Consultation,PayPal,Toll charges are included,Inv-4671,,,
exact,  Low,3000,Aztec Supplies,16259.45105,8124.067182,All Open,1/16/2025,e0184462dcc41a4c54c717947c0e31220f7d230272dc6c216d0ca199a7678953,West,Environmental Compliance Services,Bank Transfer,,Inv-6625,,,
exact,  Low,3000,Aztec Supplies,16259.45105,8124.067182,All Open,1/16/2025,e0184462dcc41a4c54c717947c0e31220f7d230272dc6c216d0ca199a7678953,West,Environmental Compliance Services,Bank Transfer,,Inv-6625,,,
similar value,  Low,3000,CET New York,131661.6369,6557.223475,All Open,4/5/2025,7b84dc1c952f5385d9370f1feb5b8bd0fbac42b44d609ec2df38656391963014,West,Environmental Monitoring,Credit Card,,Inv-694,,,
similar value,  Low,3000,CET New York,13161.6391,6557.223475,All Open,4/5/2025,7b84dc1c952f5385d9370f1feb5b8bd0fbac42b44d609ec2df38656391963014,West,Environmental Monitoring,Credit Card,,Inv-694,,,
similar value,  Low,3000,CET New York,131161.6369,6557.223475,All Open,4/5/2025,7b84dc1c952f5385d9370f1feb5b8bd0fbac42b44d609ec2df38656391963014,West,Environmental Monitoring,Credit Card,,Inv-694,,,
similar payment_method,  Low,3000,Miller Company Inc.,11900.80113,5934.596595,All Open,1/10/2025,c755625a6f08e1501e3ed6e9c4758f7f7b876a193b14639c7567a099f6196277,North,Farm Management Services,ayPal,Cleaning fees are included,Inv-5046,,,
similar payment_method,  Low,3000,Miller Company Inc.,11900.80113,5934.596595,All Open,1/10/2025,c755625a6f08e1501e3ed6e9c4758f7f7b876a193b14639c7567a099f6196277,North,Farm Management Services,PayPl,Cleaning fees are included,Inv-5046,,,
similar payment_method,  Low,3000,Miller Company Inc.,11900.80113,5934.596595,All Open,1/10/2025,c755625a6f08e1501e3ed6e9c4758f7f7b876a193b14639c7567a099f6196277,North,Farm Management Services,PaqPal,Cleaning fees are included,Inv-5046,,,
similar special_instructions,  Low,3000,Wilhelm Klein,10858.64102,5414.60161,All Open,2/20/2025,fabda66524b880c02b5dad4f7396bff110559ec9b143413351a346681d52029b,West,Farmer's Market Management,Bank Transfer,,Inv-5371,,,
similar special_instructions,  Low,3000,Wilhelm Klein,10858.64102,5414.60161,All Open,2/20/2025,fabda66524b880c02b5dad4f7396bff110559ec9b143413351a346681d52029b,West,Farmer's Market Management,Bank Transfer,,Inv-5371,,,
similar reference,  Low,3000,CAFS Chemicals & Pharmaceuticals,10615.48237,5298.167594,All Open,2/27/2025,8806f488ab4e4502cdee645f31e17d2afbe3b01f4c83f7bd0a2b064eae05e001,West,Fish Farming Consultation,PayPal,Utilities charges are included,Inv-703o,,,
similar description,  Low,3000,"eSupplier, Inc",10375.97105,5152.849983,All Open,1/16/2025,ce3fa1fc332040d22d4d9ec1e5e76de1fd63fdf6ca82f39b707a510cee264278,North,Fishery Certification Srvices,Credit Card,Customs duties are included,Inv-2229,,,
similar description,  Low,3000,"eSupplier, Inc",10375.97105,5152.849983,All Open,1/16/2025,ce3fa1fc332040d22d4d9ec1e5e76de1fd63fdf6ca82f39b707a510cee264278,North,Fisshery Certification Services,Credit Card,Customs duties are included,Inv-2229,,,
similar description,  Low,3000,"eSupplier, Inc",10375.97105,5152.849983,All Open,1/16/2025,ce3fa1fc332040d22d4d9ec1e5e76de1fd63fdf6ca82f39b707a510cee264278,North,Fishery Cerkification Services,Credit Card,Customs duties are included,Inv-2229,,,
similar description,  Low,3000,"eSupplier, Inc",10375.97105,5152.849983,All Open,1/16/2025,ce3fa1fc332040d22d4d9ec1e5e76de1fd63fdf6ca82f39b707a510cee264278,North,Fshery Certification Services,Credit Card,Customs duties are included,Inv-2229,,,
similar description,  Low,3000,"eSupplier, Inc",10375.97105,5152.849983,All Open,1/16/2025,ce3fa1fc332040d22d4d9ec1e5e76de1fd63fdf6ca82f39b707a510cee264278,North,Fishery Certificatiob Services,Credit Card,Customs duties are included,Inv-2229,,,
similar value,  Low,3000,Global Business Properties,1y338.61069,5148.460198,All Cleared,1/26/2025,59add55a6f9bfd3bee91ad02f5a57638aa03ae9fef2db39427acf28c6a82062e,East,Flood Risk Assessment,PayPal,,Inv-8721,,,
exact,  Low,3000,Global Business Properties,10325.14998,5130.78914,All Cleared,3/6/2025,82ebfd0be15c7961570ebf99bc38bd7aea0c46c5f51ef38e96dfa3f0c49ab69e,West,Food Cooperative Setup,Bank Transfer,Import/export fees are included,Inv-2484,,,
exact,  Low,3000,Global Business Properties,10325.14998,5130.78914,All Cleared,3/6/2025,82ebfd0be15c7961570ebf99bc38bd7aea0c46c5f51ef38e96dfa3f0c49ab69e,West,Food Cooperative Setup,Bank Transfer,Import/export fees are included,Inv-2484,,,
exact,  Low,3000,Global Business Properties,10325.14998,5130.78914,All Cleared,3/6/2025,82ebfd0be15c7961570ebf99bc38bd7aea0c46c5f51ef38e96dfa3f0c49ab69e,West,Food Cooperative Setup,Bank Transfer,Import/export fees are included,Inv-2484,,,
similar special_instructions,  Low,3000,PAQ Deutschland GmbH,10298.24322,5110.043277,All Open,2/28/2025,babfab52240577e8c4a712217e069567c1ffdf1ac184d4d67e67b606c4b06c21,West,Food Security Planning,Cash,,Inv-6157,,,
similar special_instructions,  Low,3000,PAQ Deutschland GmbH,10298.24322,5110.043277,All Open,2/28/2025,babfab52240577e8c4a712217e069567c1ffdf1ac184d4d67e67b606c4b06c21,West,Food Security Planning,Cash,,Inv-6157,,,
similar special_instructions,  Low,3000,PAQ Deutschland GmbH,10298.24322,5110.043277,All Open,2/28/2025,babfab52240577e8c4a712217e069567c1ffdf1ac184d4d67e67b606c4b06c21,West,Food Security Planning,Cash,,Inv-6157,,,
similar special_instructions,  Low,3000,PAQ Deutschland GmbH,10298.24322,5110.043277,All Open,2/28/2025,babfab52240577e8c4a712217e069567c1ffdf1ac184d4d67e67b606c4b06c21,West,Food Security Planning,Cash,,Inv-6157,,,
similar payment_method,  Low,3000,Abbot Supplies Inc.,10277.56679,5119.883422,All Open,2/6/2025,12bf69969fbe2ca25228a10ba1aa0fafe84e2abfabe2db5acba6a6c4280056d0,East,Forestry Consultation,Cassh,,Inv-3916,,,
similar vendor,  Low,3000,Global Buiness Properties,10241.70223,5098.453236,All Cleared,2/18/2025,e2a7b7e9e931e78b58ad4d9ade7f7b2ae81c6370db9adefa50a54417cee633eb,West,Green Building Certification,Bank Transfer,,Inv-1155,,,
similar vendor,  Low,3000,Globl Business Properties,10241.70223,5098.453236,All Cleared,2/18/2025,e2a7b7e9e931e78b58ad4d9ade7f7b2ae81c6370db9adefa50a54417cee633eb,West,Green Building Certification,Bank Transfer,,Inv-1155,,,
similar vendor,  Low,3000,Global Business Propertie,10241.70223,5098.453236,All Cleared,2/18/2025,e2a7b7e9e931e78b58ad4d9ade7f7b2ae81c6370db9adefa50a54417cee633eb,West,Green Building Certification,Bank Transfer,,Inv-1155,,,
similar vendor,  Low,3000,Global Buiness Properties,10241.70223,5098.453236,All Cleared,2/18/2025,e2a7b7e9e931e78b58ad4d9ade7f7b2ae81c6370db9adefa50a54417cee633eb,West,Green Building Certification,Bank Transfer,,Inv-1155,,,
similar vendor,  Low,3000,Global Businss Properties,10241.70223,5098.453236,All Cleared,2/18/2025,e2a7b7e9e931e78b58ad4d9ade7f7b2ae81c6370db9adefa50a54417cee633eb,West,Green Building Certification,Bank Transfer,,Inv-1155,,,
similar description,  Low,3000,WCB - Nova Scotia,10237.81685,5098.453236,All Open,2/1/2025,472444c52757d6dd125d26164867f1646445ef07770d436a7a6584ea534701ff,West,Greenhouse Construcvion,PayPal,,Inv-9351,,,
similar description,  Low,3000,WCB - Nova Scotia,10237.81685,5098.453236,All Open,2/1/2025,472444c52757d6dd125d26164867f1646445ef07770d436a7a6584ea534701ff,West,Greennhouse Construction,PayPal,,Inv-9351,,,
similar description,  Low,3000,WCB - Nova Scotia,10237.81685,5098.453236,All Open,2/1/2025,472444c52757d6dd125d26164867f1646445ef07770d436a7a6584ea534701ff,West,Greenhouse Costruction,PayPal,,Inv-9351,,,
similar description,  Low,3000,WCB - Nova Scotia,10237.81685,5098.453236,All Open,2/1/2025,472444c52757d6dd125d26164867f1646445ef07770d436a7a6584ea534701ff,West,Greenhouse Construcnion,PayPal,,Inv-9351,,,
similar description,  Low,3000,WCB - Nova Scotia,10237.81685,5098.453236,All Open,2/1/2025,472444c52757d6dd125d26164867f1646445ef07770d436a7a6584ea534701ff,West,Greenhouse Construction,PayPal,,Inv-9351,,,
similar value,  Low,3000,Carole B,100060.108,5018.755142,All Open,4/9/2025,a3e06b9d9cba1e870a87b5995f4c299759266e7cc4e6a8eefc4db405b3616392,South,Hazardous Waste Disposal,Cash,,Inv-9122,,,
similar reference,  Low,3000,Manhattan Corporation,10044.94109,4982.603719,All Open,2/17/2025,1174969926d452536a367d8969fb71c078c5545c868d0f2fa517f0c1d0317c4f,West,Hydrogeology Services,Bank Transfer,,Invv-1625,,,
similar reference,  Low,3000,Manhattan Corporation,10044.94109,4982.603719,All Open,2/17/2025,1174969926d452536a367d8969fb71c078c5545c868d0f2fa517f0c1d0317c4f,West,Hydrogeology Services,Bank Transfer,,Inv-162v,,,
exact,  Low,3000,Global Business Properties,10023.54828,4990.721424,All Cleared,2/15/2025,a4ee2d09c3c8d7c62e3b33837fcbaca89d5c8499198c3f05ef0909298cb94448,South,Hydropower Solutions,Cash,,Inv-3983,,,
exact,  Low,3000,Global Business Properties,10023.54828,4990.721424,All Cleared,2/15/2025,a4ee2d09c3c8d7c62e3b33837fcbaca89d5c8499198c3f05ef0909298cb94448,South,Hydropower Solutions,Cash,,Inv-3983,,,
exact,  Low,3000,Global Business Properties,10023.54828,4990.721424,All Cleared,2/15/2025,a4ee2d09c3c8d7c62e3b33837fcbaca89d5c8499198c3f05ef0909298cb94448,South,Hydropower Solutions,Cash,,Inv-3983,,,
exact,  Low,3000,Global Business Properties,10023.54828,4990.721424,All Cleared,2/15/2025,a4ee2d09c3c8d7c62e3b33837fcbaca89d5c8499198c3f05ef0909298cb94448,South,Hydropower Solutions,Cash,,Inv-3983,,,
similar reference,  Low,3000,Aztec Supplies,9862.796607,4925.018925,All Cleared,3/18/2025,87615c295f4ffba3dca791706496ec8b8cb396cb4d7122f2d875b53aa24e9d0e,West,Industrial Design Services,PayPal,,Inv-5q2,,,
similar reference,  Low,3000,Aztec Supplies,9862.796607,4925.018925,All Cleared,3/18/2025,87615c295f4ffba3dca791706496ec8b8cb396cb4d7122f2d875b53aa24e9d0e,West,Industrial Design Services,PayPal,,Inv-5e2,,,
similar reference,  Low,3000,Aztec Supplies,9862.796607,4925.018925,All Cleared,3/18/2025,87615c295f4ffba3dca791706496ec8b8cb396cb4d7122f2d875b53aa24e9d0e,West,Industrial Design Services,PayPal,,tnv-502,,,
similar reference,  Low,3000,WCB - Saskatchewan,9543.06602,4738.169425,All Open,3/14/2025,a11c17426dfb96d71f865a105e55fdae4b194efb02ba4dba03350b542b07215f,East,Influencer Collaboration Fees,Cash,,tnv-8456,,,
similar reference,  Low,3000,WCB - Saskatchewan,9543.06602,4738.169425,All Open,3/14/2025,a11c17426dfb96d71f865a105e55fdae4b194efb02ba4dba03350b542b07215f,East,Influencer Collaboration Fees,Cash,,Inv-88456,,,
similar reference,  Low,3000,WCB - Saskatchewan,9543.06602,4738.169425,All Open,3/14/2025,a11c17426dfb96d71f865a105e55fdae4b194efb02ba4dba03350b542b07215f,East,Influencer Collaboration Fees,Cash,,Inv-84456,,,
similar reference,  Low,3000,WCB - Saskatchewan,9543.06602,4738.169425,All Open,3/14/2025,a11c17426dfb96d71f865a105e55fdae4b194efb02ba4dba03350b542b07215f,East,Influencer Collaboration Fees,Cash,,In-8456,,,
similar special_instructions,  Low,3000,Global Business Properties,8982.568612,4451.615933,Open/Cleared,3/13/2025,f1a112346346c1f55afb558a08e996455978c0f2bb074b46fd14cd31767f159b,South,Interior Design Consultation,Cash,Service Agfeement: Service agreement is attached,Inv-2148,,,
similar special_instructions,  Low,3000,Global Business Properties,8982.568612,4451.615933,Open/Cleared,3/13/2025,f1a112346346c1f55afb558a08e996455978c0f2bb074b46fd14cd31767f159b,South,Interior Design Consultation,Cash,Service Agreement:Service agreement is attached,Inv-2148,,,
similar special_instructions,  Low,3000,Global Business Properties,8982.568612,4451.615933,Open/Cleared,3/13/2025,f1a112346346c1f55afb558a08e996455978c0f2bb074b46fd14cd31767f159b,South,Interior Design Consultation,Cash,Service Agreement: Service agrevment is attached,Inv-2148,,,
similar special_instructions,  Low,3000,Global Business Properties,8982.568612,4451.615933,Open/Cleared,3/13/2025,f1a112346346c1f55afb558a08e996455978c0f2bb074b46fd14cd31767f159b,South,Interior Design Consultation,Cash,Service Agreement: Servicc agreement is attached,Inv-2148,,,
similar special_instructions,  Low,3000,Global Business Properties,8982.568612,4451.615933,Open/Cleared,3/13/2025,f1a112346346c1f55afb558a08e996455978c0f2bb074b46fd14cd31767f159b,South,Interior Design Consultation,Cash,ServiceoAgreement: Service agreement is attached,Inv-2148,,,
similar description,  Low,3000,Miller Company Inc.,8461.30488,4207.957838,All Open,1/28/2025,fbbf41fefe3d26bce3fb7f55f59e0c36f989aff88ff8b10ba02aea0ace045ad6,East,Irrigtion System Design,Credit Card,,Inv-7239,,,
similar description,  Low,3000,Miller Company Inc.,8461.30488,4207.957838,All Open,1/28/2025,fbbf41fefe3d26bce3fb7f55f59e0c36f989aff88ff8b10ba02aea0ace045ad6,East,Irrigation Sytem Design,Credit Card,,Inv-7239,,,
similar description,  Low,3000,Miller Company Inc.,8461.30488,4207.957838,All Open,1/28/2025,fbbf41fefe3d26bce3fb7f55f59e0c36f989aff88ff8b10ba02aea0ace045ad6,East,Irrigation SystemDesign,Credit Card,,Inv-7239,,,
similar description,  Low,3000,Miller Company Inc.,8461.30488,4207.957838,All Open,1/28/2025,fbbf41fefe3d26bce3fb7f55f59e0c36f989aff88ff8b10ba02aea0ace045ad6,East,Irrigation Sysem Design,Credit Card,,Inv-7239,,,
similar description,  Low,3000,Miller Company Inc.,8461.30488,4207.957838,All Open,1/28/2025,fbbf41fefe3d26bce3fb7f55f59e0c36f989aff88ff8b10ba02aea0ace045ad6,East,lrrigation System Design,Credit Card,,Inv-7239,,,
similar special_instructions,  Low,3000,WCB - Ontario,1800,1200,All Open,4/2/2025,904205743b5b9436b32c4e2b3df7560c326bbaa63d24604330025c0b58a8aaae,North,Landscape Design Services,Credit Card,Property Access: Property access is required for servicee completion,Inv-2865,,,
similar special_instructions,  Low,3000,WCB - Ontario,1800,1200,All Open,4/2/2025,904205743b5b9436b32c4e2b3df7560c326bbaa63d24604330025c0b58a8aaae,North,Landscape Design Services,Credit Card,Property Access: Property access is required for srvice completion,Inv-2865,,,
